Instructions,FullBranches,PartialBranches,NumBranches,UserTime,NumStates,MallocUsage,NumQueries,NumQueryConstructs,WallTime,CoveredInstructions,UncoveredInstructions,QueryTime,SolverTime,CexCacheTime
6741818,154,421,1405,80712187.0,3179,95794280,4595,276980,80624985.0,7855,12193,67699870,73877889,73036232
7339125,155,422,1405,82766551.0,3531,101942000,4707,283252,82733294.0,7878,12170,69113069,75483257,74590403
7339327,155,422,1405,83778029.0,3531,102035040,4790,285672,83749376.0,7878,12170,70057184,76497768,75599207
7750304,155,422,1405,84755299.0,3696,101476120,4830,294188,84755593.0,7878,12170,70580545,77123502,76195970
8329358,155,422,1405,86045760.0,4050,110003824,4884,302534,86083508.0,7878,12170,71269391,77955132,76973467
8723956,161,424,1405,87831521.0,4180,112085360,4986,308043,87902365.0,7997,12051,72538910,79384511,78371987
8805098,161,424,1405,89075098.0,4239,113163872,5074,310123,89166875.0,7997,12051,73613897,80547914,79512612
8972132,161,424,1405,91509681.0,4317,114701344,5180,328364,91710232.0,7997,12051,75626029,82955258,81884846
8993032,162,423,1405,93284813.0,4346,115042152,5293,331359,93679978.0,8009,12039,77449270,84904920,83817609
8993237,162,423,1405,94812877.0,4347,115109336,5394,333666,95441090.0,8009,12039,79073838,86625926,85530716
8993442,162,423,1405,96440667.0,4348,115176504,5495,335973,97454515.0,8009,12039,80976226,88635750,87532015
9000489,162,423,1405,98025916.0,4349,115321432,5573,337377,99382654.0,8009,12039,82791256,90548259,89432411
9392543,162,423,1405,98711819.0,4520,114316400,5589,337835,100394218.0,8009,12039,83165416,90990368,89844540
9475905,162,423,1405,100064942.0,4573,118594592,5683,340811,102326514.0,8009,12039,84818843,92786723,91607166
9974546,162,423,1405,100947735.0,4849,123319512,5693,342380,103326896.0,8009,12039,85076010,93214640,91963520
10180639,162,423,1405,101985009.0,5049,125411696,5731,343209,104398055.0,8009,12039,85794143,94026997,92727389
10180807,162,423,1405,103130829.0,5055,125510832,5788,345095,105572029.0,8009,12039,86862993,95198063,93883953
10229220,162,423,1405,104111103.0,5080,122945080,5841,348117,106576183.0,8009,12039,87724984,96158092,94837332
10315100,162,423,1405,105184200.0,5118,126564592,5880,356984,107754801.0,8009,12039,88688893,97253238,95919261
10781951,162,423,1405,106032789.0,5382,126766344,5890,358130,108754841.0,8009,12039,88954644,97600424,96214366
11139296,162,423,1405,106999941.0,5561,132523384,5903,359681,109800307.0,8009,12039,89370852,98115729,96690996
11190658,162,423,1405,109267688.0,5576,129817576,6003,361078,112150198.0,8009,12039,91514202,100359419,98921786
11767700,163,422,1405,110191783.0,5857,133431320,6013,362713,113164541.0,8009,12039,91798378,100764514,99246120
12204146,163,422,1405,111087515.0,6094,140417952,6031,362937,114164543.0,8009,12039,92127242,101190932,99594824
